"to_check_rank","ease_bucket","id","problem_number","title","latest_reference_year","references_section_present","reference_years_count"
"387","no-reference-years","EP-712","EP-712","Erdos Problem #712","","false","0"
"388","no-reference-years","EP-713","EP-713","Erdos Problem #713","","false","0"
"389","no-reference-years","EP-714","EP-714","Erdos Problem #714","","false","0"
"390","no-reference-years","EP-719","EP-719","Erdos Problem #719","","false","0"
"391","no-reference-years","EP-724","EP-724","Erdos Problem #724","","false","0"
"392","no-reference-years","EP-725","EP-725","Erdos Problem #725","","false","0"
"393","no-reference-years","EP-726","EP-726","Erdos Problem #726","","false","0"
"394","no-reference-years","EP-727","EP-727","Erdos Problem #727","","false","0"
"395","no-reference-years","EP-730","EP-730","Erdos Problem #730","","false","0"
"396","no-reference-years","EP-731","EP-731","Erdos Problem #731","","false","0"
"397","no-reference-years","EP-734","EP-734","Erdos Problem #734","","false","0"
"398","no-reference-years","EP-738","EP-738","Erdos Problem #738","","false","0"
"399","no-reference-years","EP-740","EP-740","Erdos Problem #740","","false","0"
"400","no-reference-years","EP-741","EP-741","Erdos Problem #741","","false","0"
"401","no-reference-years","EP-749","EP-749","Erdos Problem #749","","false","0"
"402","no-reference-years","EP-750","EP-750","Erdos Problem #750","","true","0"
"403","no-reference-years","EP-757","EP-757","Erdos Problem #757","","false","0"
"404","no-reference-years","EP-761","EP-761","Erdos Problem #761","","false","0"
"405","no-reference-years","EP-766","EP-766","Erdos Problem #766","","false","0"
"406","no-reference-years","EP-768","EP-768","Erdos Problem #768","","false","0"
"407","no-reference-years","EP-769","EP-769","Erdos Problem #769","","false","0"
"408","no-reference-years","EP-770","EP-770","Erdos Problem #770","","false","0"
"409","no-reference-years","EP-773","EP-773","Erdos Problem #773","","false","0"
"410","no-reference-years","EP-774","EP-774","Erdos Problem #774","","false","0"
"411","no-reference-years","EP-776","EP-776","Erdos Problem #776","","false","0"
"412","no-reference-years","EP-778","EP-778","Erdos Problem #778","","false","0"
"413","no-reference-years","EP-782","EP-782","Erdos Problem #782","","false","0"
"414","no-reference-years","EP-783","EP-783","Erdos Problem #783","","false","0"
"415","no-reference-years","EP-786","EP-786","Erdos Problem #786","","false","0"
"416","no-reference-years","EP-787","EP-787","Erdos Problem #787","","false","0"
"417","no-reference-years","EP-788","EP-788","Erdos Problem #788","","false","0"
"418","no-reference-years","EP-789","EP-789","Erdos Problem #789","","false","0"
"419","no-reference-years","EP-790","EP-790","Erdos Problem #790","","false","0"
"420","no-reference-years","EP-791","EP-791","Erdos Problem #791","","false","0"
"421","no-reference-years","EP-792","EP-792","Erdos Problem #792","","false","0"
"422","no-reference-years","EP-793","EP-793","Erdos Problem #793","","false","0"
"423","no-reference-years","EP-796","EP-796","Erdos Problem #796","","false","0"
"424","no-reference-years","EP-802","EP-802","Erdos Problem #802","","false","0"
"425","no-reference-years","EP-805","EP-805","Erdos Problem #805","","false","0"
"426","no-reference-years","EP-809","EP-809","Erdos Problem #809","","false","0"
"427","no-reference-years","EP-810","EP-810","Erdos Problem #810","","false","0"
"428","no-reference-years","EP-811","EP-811","Erdos Problem #811","","false","0"
"429","no-reference-years","EP-812","EP-812","Erdos Problem #812","","false","0"
"430","no-reference-years","EP-813","EP-813","Erdos Problem #813","","false","0"
"431","no-reference-years","EP-817","EP-817","Erdos Problem #817","","false","0"
"432","no-reference-years","EP-819","EP-819","Erdos Problem #819","","false","0"
"433","no-reference-years","EP-820","EP-820","Erdos Problem #820","","false","0"
"434","no-reference-years","EP-821","EP-821","Erdos Problem #821","","false","0"
"435","no-reference-years","EP-824","EP-824","Erdos Problem #824","","false","0"
"436","no-reference-years","EP-825","EP-825","Erdos Problem #825","","false","0"
"437","no-reference-years","EP-826","EP-826","Erdos Problem #826","","false","0"
"438","no-reference-years","EP-827","EP-827","Erdos Problem #827","","false","0"
"439","no-reference-years","EP-828","EP-828","Erdos Problem #828","","false","0"
"440","no-reference-years","EP-829","EP-829","Erdos Problem #829","","false","0"
"441","no-reference-years","EP-830","EP-830","Erdos Problem #830","","false","0"
"442","no-reference-years","EP-831","EP-831","Erdos Problem #831","","false","0"
"443","no-reference-years","EP-836","EP-836","Erdos Problem #836","","false","0"
"444","no-reference-years","EP-837","EP-837","Erdos Problem #837","","false","0"
"445","no-reference-years","EP-838","EP-838","Erdos Problem #838","","false","0"
"446","no-reference-years","EP-839","EP-839","Erdos Problem #839","","false","0"
"447","no-reference-years","EP-840","EP-840","Erdos Problem #840","","false","0"
"448","no-reference-years","EP-846","EP-846","Erdos Problem #846","","false","0"
"449","no-reference-years","EP-847","EP-847","Erdos Problem #847","","false","0"
"450","no-reference-years","EP-849","EP-849","Erdos Problem #849","","false","0"
"451","no-reference-years","EP-850","EP-850","Erdos Problem #850","","false","0"
"452","no-reference-years","EP-851","EP-851","Erdos Problem #851","","false","0"
"453","no-reference-years","EP-852","EP-852","Erdos Problem #852","","false","0"
"454","no-reference-years","EP-853","EP-853","Erdos Problem #853","","false","0"
"455","no-reference-years","EP-854","EP-854","Erdos Problem #854","","false","0"
"456","no-reference-years","EP-856","EP-856","Erdos Problem #856","","true","0"
"457","no-reference-years","EP-857","EP-857","Erdos Problem #857","","false","0"
"458","no-reference-years","EP-858","EP-858","Erdos Problem #858","","false","0"
"459","no-reference-years","EP-859","EP-859","Erdos Problem #859","","false","0"
"460","no-reference-years","EP-860","EP-860","Erdos Problem #860","","false","0"
"461","no-reference-years","EP-863","EP-863","Erdos Problem #863","","false","0"
"462","no-reference-years","EP-864","EP-864","Erdos Problem #864","","false","0"
"463","no-reference-years","EP-865","EP-865","Erdos Problem #865","","false","0"
"464","no-reference-years","EP-866","EP-866","Erdos Problem #866","","false","0"
"465","no-reference-years","EP-869","EP-869","Erdos Problem #869","","false","0"
"466","no-reference-years","EP-870","EP-870","Erdos Problem #870","","false","0"
"467","no-reference-years","EP-872","EP-872","Erdos Problem #872","","false","0"
"468","no-reference-years","EP-873","EP-873","Erdos Problem #873","","false","0"
"469","no-reference-years","EP-875","EP-875","Erdos Problem #875","","false","0"
"470","no-reference-years","EP-876","EP-876","Erdos Problem #876","","false","0"
"471","no-reference-years","EP-878","EP-878","Erdos Problem #878","","false","0"
"472","no-reference-years","EP-879","EP-879","Erdos Problem #879","","false","0"
"473","no-reference-years","EP-881","EP-881","Erdos Problem #881","","false","0"
"474","no-reference-years","EP-883","EP-883","Erdos Problem #883","","false","0"
"475","no-reference-years","EP-884","EP-884","Erdos Problem #884","","false","0"
"476","no-reference-years","EP-885","EP-885","Erdos Problem #885","","false","0"
"477","no-reference-years","EP-886","EP-886","Erdos Problem #886","","false","0"
"478","no-reference-years","EP-887","EP-887","Erdos Problem #887","","false","0"
"479","no-reference-years","EP-888","EP-888","Erdos Problem #888","","false","0"
"480","no-reference-years","EP-889","EP-889","Erdos Problem #889","","false","0"
"481","no-reference-years","EP-890","EP-890","Erdos Problem #890","","false","0"
"482","no-reference-years","EP-891","EP-891","Erdos Problem #891","","false","0"
"483","no-reference-years","EP-892","EP-892","Erdos Problem #892","","false","0"
"484","no-reference-years","EP-893","EP-893","Erdos Problem #893","","false","0"
"485","no-reference-years","EP-896","EP-896","Erdos Problem #896","","false","0"
"486","no-reference-years","EP-901","EP-901","Erdos Problem #901","","false","0"
"487","no-reference-years","EP-902","EP-902","Erdos Problem #902","","false","0"
"488","no-reference-years","EP-906","EP-906","Erdos Problem #906","","false","0"
"489","no-reference-years","EP-911","EP-911","Erdos Problem #911","","false","0"
"490","no-reference-years","EP-912","EP-912","Erdos Problem #912","","true","0"
"491","no-reference-years","EP-913","EP-913","Erdos Problem #913","","false","0"
"492","no-reference-years","EP-917","EP-917","Erdos Problem #917","","false","0"
"493","no-reference-years","EP-918","EP-918","Erdos Problem #918","","true","0"
"494","no-reference-years","EP-919","EP-919","Erdos Problem #919","","false","0"
"495","no-reference-years","EP-920","EP-920","Erdos Problem #920","","false","0"
"496","no-reference-years","EP-928","EP-928","Erdos Problem #928","","false","0"
"497","no-reference-years","EP-929","EP-929","Erdos Problem #929","","false","0"
"498","no-reference-years","EP-930","EP-930","Erdos Problem #930","","false","0"
"499","no-reference-years","EP-931","EP-931","Erdos Problem #931","","false","0"
"500","no-reference-years","EP-932","EP-932","Erdos Problem #932","","false","0"
"501","no-reference-years","EP-933","EP-933","Erdos Problem #933","","false","0"
"502","no-reference-years","EP-934","EP-934","Erdos Problem #934","","false","0"
"503","no-reference-years","EP-935","EP-935","Erdos Problem #935","","false","0"
"504","no-reference-years","EP-936","EP-936","Erdos Problem #936","","false","0"
"505","no-reference-years","EP-938","EP-938","Erdos Problem #938","","false","0"
"506","no-reference-years","EP-939","EP-939","Erdos Problem #939","","false","0"
"507","no-reference-years","EP-940","EP-940","Erdos Problem #940","","false","0"
"508","no-reference-years","EP-942","EP-942","Erdos Problem #942","","false","0"
"509","no-reference-years","EP-943","EP-943","Erdos Problem #943","","false","0"
"510","no-reference-years","EP-944","EP-944","Erdos Problem #944","","false","0"
"511","no-reference-years","EP-945","EP-945","Erdos Problem #945","","false","0"
"512","no-reference-years","EP-948","EP-948","Erdos Problem #948","","false","0"
"513","no-reference-years","EP-949","EP-949","Erdos Problem #949","","false","0"
"514","no-reference-years","EP-950","EP-950","Erdos Problem #950","","false","0"
"515","no-reference-years","EP-951","EP-951","Erdos Problem #951","","false","0"
"516","no-reference-years","EP-952","EP-952","Erdos Problem #952","","false","0"
"517","no-reference-years","EP-953","EP-953","Erdos Problem #953","","false","0"
"518","no-reference-years","EP-954","EP-954","Erdos Problem #954","","false","0"
"519","no-reference-years","EP-955","EP-955","Erdos Problem #955","","false","0"
"520","no-reference-years","EP-956","EP-956","Erdos Problem #956","","false","0"
"521","no-reference-years","EP-959","EP-959","Erdos Problem #959","","false","0"
"522","no-reference-years","EP-960","EP-960","Erdos Problem #960","","false","0"
"523","no-reference-years","EP-961","EP-961","Erdos Problem #961","","false","0"
"524","no-reference-years","EP-962","EP-962","Erdos Problem #962","","false","0"
"525","no-reference-years","EP-963","EP-963","Erdos Problem #963","","false","0"
"526","no-reference-years","EP-968","EP-968","Erdos Problem #968","","false","0"
"527","no-reference-years","EP-969","EP-969","Erdos Problem #969","","false","0"
"528","no-reference-years","EP-970","EP-970","Erdos Problem #970","","false","0"
"529","no-reference-years","EP-971","EP-971","Erdos Problem #971","","false","0"
"530","no-reference-years","EP-972","EP-972","Erdos Problem #972","","false","0"
"531","no-reference-years","EP-973","EP-973","Erdos Problem #973","","false","0"
"532","no-reference-years","EP-975","EP-975","Erdos Problem #975","","false","0"
"533","no-reference-years","EP-976","EP-976","Erdos Problem #976","","false","0"
"534","no-reference-years","EP-978","EP-978","Erdos Problem #978","","false","0"
"535","no-reference-years","EP-979","EP-979","Erdos Problem #979","","true","0"
"536","no-reference-years","EP-983","EP-983","Erdos Problem #983","","false","0"
"537","no-reference-years","EP-985","EP-985","Erdos Problem #985","","false","0"
"538","no-reference-years","EP-986","EP-986","Erdos Problem #986","","false","0"
"539","no-reference-years","EP-987","EP-987","Erdos Problem #987","","false","0"
"540","no-reference-years","EP-990","EP-990","Erdos Problem #990","","false","0"
"541","no-reference-years","EP-992","EP-992","Erdos Problem #992","","false","0"
"542","no-reference-years","EP-995","EP-995","Erdos Problem #995","","false","0"
"543","no-reference-years","EP-996","EP-996","Erdos Problem #996","","false","0"
"544","no-reference-years","EP-997","EP-997","Erdos Problem #997","","false","0"
"545","no-reference-years","EP-1002","EP-1002","Erdos Problem #1002","","false","0"
"546","no-reference-years","EP-1003","EP-1003","Erdos Problem #1003","","false","0"
"547","no-reference-years","EP-1004","EP-1004","Erdos Problem #1004","","false","0"
"548","no-reference-years","EP-1005","EP-1005","Erdos Problem #1005","","false","0"
"549","no-reference-years","EP-1011","EP-1011","Erdos Problem #1011","","false","0"
"550","no-reference-years","EP-1013","EP-1013","Erdos Problem #1013","","false","0"
"551","no-reference-years","EP-1014","EP-1014","Erdos Problem #1014","","false","0"
"552","no-reference-years","EP-1016","EP-1016","Erdos Problem #1016","","false","0"
"553","no-reference-years","EP-1017","EP-1017","Erdos Problem #1017","","false","0"
"554","no-reference-years","EP-1021","EP-1021","Erdos Problem #1021","","false","0"
"555","no-reference-years","EP-1022","EP-1022","Erdos Problem #1022","","false","0"
"556","no-reference-years","EP-1029","EP-1029","Erdos Problem #1029","","false","0"
"557","no-reference-years","EP-1030","EP-1030","Erdos Problem #1030","","false","0"
"558","no-reference-years","EP-1032","EP-1032","Erdos Problem #1032","","false","0"
"559","no-reference-years","EP-1033","EP-1033","Erdos Problem #1033","","false","0"
"560","no-reference-years","EP-1035","EP-1035","Erdos Problem #1035","","false","0"
"561","no-reference-years","EP-1038","EP-1038","Erdos Problem #1038","","false","0"
"562","no-reference-years","EP-1039","EP-1039","Erdos Problem #1039","","false","0"
"563","no-reference-years","EP-1040","EP-1040","Erdos Problem #1040","","false","0"
"564","no-reference-years","EP-1049","EP-1049","Erdos Problem #1049","","false","0"
"565","no-reference-years","EP-1051","EP-1051","Erdos Problem #1051","","false","0"
"566","no-reference-years","EP-1052","EP-1052","Erdos Problem #1052","","false","0"
"567","no-reference-years","EP-1053","EP-1053","Erdos Problem #1053","","false","0"
"568","no-reference-years","EP-1054","EP-1054","Erdos Problem #1054","","false","0"
"569","no-reference-years","EP-1055","EP-1055","Erdos Problem #1055","","false","0"
"570","no-reference-years","EP-1056","EP-1056","Erdos Problem #1056","","false","0"
"571","no-reference-years","EP-1057","EP-1057","Erdos Problem #1057","","false","0"
"572","no-reference-years","EP-1059","EP-1059","Erdos Problem #1059","","false","0"
"573","no-reference-years","EP-1060","EP-1060","Erdos Problem #1060","","false","0"
"574","no-reference-years","EP-1061","EP-1061","Erdos Problem #1061","","false","0"
"575","no-reference-years","EP-1062","EP-1062","Erdos Problem #1062","","false","0"
"576","no-reference-years","EP-1063","EP-1063","Erdos Problem #1063","","false","0"
"577","no-reference-years","EP-1065","EP-1065","Erdos Problem #1065","","false","0"
"578","no-reference-years","EP-1066","EP-1066","Erdos Problem #1066","","false","0"
"579","no-reference-years","EP-1068","EP-1068","Erdos Problem #1068","","false","0"
"580","no-reference-years","EP-1070","EP-1070","Erdos Problem #1070","","false","0"
"581","no-reference-years","EP-1071","EP-1071","Erdos Problem #1071","","false","0"
"582","no-reference-years","EP-1072","EP-1072","Erdos Problem #1072","","false","0"
"583","no-reference-years","EP-1073","EP-1073","Erdos Problem #1073","","false","0"
"584","no-reference-years","EP-1074","EP-1074","Erdos Problem #1074","","false","0"
"585","no-reference-years","EP-1075","EP-1075","Erdos Problem #1075","","false","0"
"586","no-reference-years","EP-1083","EP-1083","Erdos Problem #1083","","false","0"
"587","no-reference-years","EP-1084","EP-1084","Erdos Problem #1084","","false","0"
"588","no-reference-years","EP-1085","EP-1085","Erdos Problem #1085","","false","0"
"589","no-reference-years","EP-1086","EP-1086","Erdos Problem #1086","","false","0"
"590","no-reference-years","EP-1087","EP-1087","Erdos Problem #1087","","false","0"
"591","no-reference-years","EP-1088","EP-1088","Erdos Problem #1088","","false","0"
"592","no-reference-years","EP-1089","EP-1089","Erdos Problem #1089","","false","0"
"593","no-reference-years","EP-1091","EP-1091","Erdos Problem #1091","","false","0"
"594","no-reference-years","EP-1092","EP-1092","Erdos Problem #1092","","false","0"
"595","no-reference-years","EP-1093","EP-1093","Erdos Problem #1093","","false","0"
"596","no-reference-years","EP-1094","EP-1094","Erdos Problem #1094","","false","0"
"597","no-reference-years","EP-1095","EP-1095","Erdos Problem #1095","","false","0"
"598","no-reference-years","EP-1096","EP-1096","Erdos Problem #1096","","false","0"
"599","no-reference-years","EP-1097","EP-1097","Erdos Problem #1097","","false","0"
"600","no-reference-years","EP-1100","EP-1100","Erdos Problem #1100","","false","0"
"601","no-reference-years","EP-1101","EP-1101","Erdos Problem #1101","","false","0"
"602","no-reference-years","EP-1103","EP-1103","Erdos Problem #1103","","false","0"
"603","no-reference-years","EP-1104","EP-1104","Erdos Problem #1104","","false","0"
"604","no-reference-years","EP-1105","EP-1105","Erdos Problem #1105","","false","0"
"605","no-reference-years","EP-1106","EP-1106","Erdos Problem #1106","","false","0"
"606","no-reference-years","EP-1107","EP-1107","Erdos Problem #1107","","false","0"
"607","no-reference-years","EP-1108","EP-1108","Erdos Problem #1108","","false","0"
"608","no-reference-years","EP-1109","EP-1109","Erdos Problem #1109","","false","0"
"609","no-reference-years","EP-1110","EP-1110","Erdos Problem #1110","","false","0"
"610","no-reference-years","EP-1111","EP-1111","Erdos Problem #1111","","false","0"
"611","no-reference-years","EP-1112","EP-1112","Erdos Problem #1112","","false","0"
"612","no-reference-years","EP-1113","EP-1113","Erdos Problem #1113","","false","0"
"613","no-reference-years","EP-1117","EP-1117","Erdos Problem #1117","","false","0"
"614","no-reference-years","EP-1120","EP-1120","Erdos Problem #1120","","false","0"
"615","no-reference-years","EP-1122","EP-1122","Erdos Problem #1122","","false","0"
"616","no-reference-years","EP-1129","EP-1129","Erdos Problem #1129","","false","0"
"617","no-reference-years","EP-1130","EP-1130","Erdos Problem #1130","","false","0"
"618","no-reference-years","EP-1131","EP-1131","Erdos Problem #1131","","false","0"
"619","no-reference-years","EP-1132","EP-1132","Erdos Problem #1132","","false","0"
"620","no-reference-years","EP-1133","EP-1133","Erdos Problem #1133","","false","0"
"621","no-reference-years","EP-1135","EP-1135","Erdos Problem #1135","","false","0"
