"id","problem_number","title","statement","background","status","category_id","difficulty_level_id"
2189,"EP-574","Erdős Problem #574","Is it true that, for $k\geq 2$, $ \mathrm{ex}(n;\{C_{2k-1},C_{2k}\})=(1+o(1))(n/2)^{1+\frac{1}{k}}. $","A problem of Erdos and Simonovits. See also [573] for the specific case of $k=2$. This problem is #49 in Extremal Graph Theory in the graphs problem collection.","open",3,1
2190,"EP-575","Erdős Problem #575","If $\mathcal{F}$ is a finite set of finite graphs then $\mathrm{ex}(n;\mathcal{F})$ is the maximum number of edges a graph on $n$ vertices can have without containing any subgraphs from $\mathcal{F}$. Note that it is trivial that $\mathrm{ex}(n;\mathcal{F})\leq \mathrm{ex}(n;G)$ for every $G\in\mathcal{F}$. Is it true that, for every $\mathcal{F}$, if there is a bipartite graph in $\mathcal{F}$ then there exists some bipartite $G\in\mathcal{F}$ such that $ \mathrm{ex}(n;G)\ll_{\mathcal{F}}\mathrm{ex}(n;\mathcal{F})? $","A problem of Erdos and Simonovits. See also [180]. This problem is #51 in Extremal Graph Theory in the graphs problem collection.","open",3,1
2191,"EP-576","Erdős Problem #576","Let $Q_k$ be the $k$-dimensional hypercube graph (so that $Q_k$ has $2^k$ vertices and $k2^{k-1}$ edges). Determine the behaviour of $ \mathrm{ex}(n;Q_k). $","Erdos and Simonovits \cite{ErSi70} proved that $ (\tfrac{1}{2}+o(1))n^{3/2}\leq \mathrm{ex}(n;Q_3) \ll n^{8/5}. $ (In \cite{ErSi70} they mention that Erdos had originally conjectured that $ \mathrm{ex}(n;Q_3)\gg n^{5/3}$.) Erdos and Simonovits also proved that, if $G$ is the graph $Q_3$ with a missing edge, then $\mathrm{ex}(n;G)\asymp n^{3/2}$. In \cite{Er74c}, \cite{Er81}, and \cite{Er93} Erdos asked whether it is $\mathrm{ex}(n;Q_3)\asymp n^{8/5}$. A theorem of Sudakov and Tomon \cite{SuTo22} implies $ \mathrm{ex}(n;Q_k)=o(n^{2-\frac{1}{k}}). $ Janzer and Sudakov \cite{JaSu22} have improved this to $ \mathrm{ex}(n;Q_k)\ll_k n^{2-\frac{1}{k-1}+\frac{1}{(k-1)2^{k-1}}}. $ See also [1035]. This problem is #52 in Extremal Graph Theory in the graphs problem collection. References [Er74c] Erdos, Paul, Extremal problems on graphs and hypergraphs. (1974), 75-84. [Er81] Erdos, P., On the combinatorial problems which I would most like to see solved. Combinatorica (1981), 25-42. [Er93] Erdos, Paul, Some of my favorite solved and unsolved problems in graph theory. Quaestiones Math. (1993), 333-350. [ErSi70] Erdos, P. and Simonovits, M., Some extremal problems in graph theory. Combinatorial theory and its applications, I-III (Proc. Colloq., Balatonf""{u}red, 1969) (1970), 377-390. [JaSu22] Janzer, O. and Sudakov, B., On the Tur\'{a}n number of the hypercube. arXiv:2211.02015 (2024). [SuTo22] Sudakov, Benny and Tomon, Istv\'{a}n, The extremal number of tight cycles. Int. Math. Res. Not. IMRN (2022), 9663-9684.","open",3,1
2192,"EP-579","Erdős Problem #579","Let $\delta>0$. If $n$ is sufficiently large and $G$ is a graph on $n$ vertices with no $K_{2,2,2}$ and at least $\delta n^2$ edges then $G$ contains an independent set of size $\gg_\delta n$.","A problem of Erdos, Hajnal, S\'{o}s, and Szemer\'{e}di, who could prove this is true for $\delta>1/8$. See also [533] and the entry in the graphs problem collection.","open",3,1
2193,"EP-584","Erdős Problem #584","Let $G$ be a graph with $n$ vertices and $\delta n^{2}$ edges. Are there subgraphs $H_1,H_2\subseteq G$ such that {UL} {LI}$H_1$ has $\gg \delta^3n^2$ edges and every two edges in $H_1$ are contained in a cycle of length at most $6$, and furthermore if two edges share a vertex they are on a cycle of length $4$, and {LI}$H_2$ has $\gg \delta^2n^2$ edges and every two edges in $H_2$ are contained in a cycle of length at most $8$. {/UL}","A problem of Erdos, Duke, and R""{o}dl. Duke and Erdos \cite{DuEr83}, who proved the first if $n$ is sufficiently large depending on $\delta$. The real challenge is to prove this when $\delta=n^{-c}$ for some $c>0$. Duke, Erdos, and R""{o}dl \cite{DER84} proved the first statement with a $\delta^5$ in place of a $\delta^3$. Fox and Sudakov \cite{FoSu08b} have proved the second statement when $\delta >n^{-1/5}$. See also the entry in the graphs problem collection. References [DER84] Duke, Richard and Erdos, Paul and R""{o}dl, Vojt\vEch, More results on subgraphs with many short cycles. Proceedings of the fifteenth Southeastern conference on combinatorics, graph theory and computing (Baton Rouge, La., 1984) (1984), 295-300. [DuEr83] No reference found. [FoSu08b] Fox, Jacob and Sudakov, Benny, On a problem of Duke-Erdos-R""{o}dl on cycle-connected subgraphs. J. Combin. Theory Ser. B (2008), 1056-1062.","open",3,1
2194,"EP-585","Erdős Problem #585","What is the maximum number of edges that a graph on $n$ vertices can have if it does not contain two edge-disjoint cycles with the same vertex set?","Pyber, R""{o}dl, and Szemer\'{e}di \cite{PRS95} constructed such a graph with $\gg n\log\log n$ edges. Chakraborti, Janzer, Methuku, and Montgomery \cite{CJMM24} have shown that such a graph can have at most $n(\log n)^{O(1)}$ many edges. Indeed, they prove that there exists a constant $C>0$ such that for any $k\geq 2$ there is a $c_k$ such that if a graph has $n$ vertices and at least $c_kn(\log n)^{C}$ many edges then it contains $k$ pairwise edge-disjoint cycles with the same vertex set. References [CJMM24] Chakraborti, D. and Janzer, O. and Methuku, A. and Montgomery, R., Edge-disjoint cycles with the same vertex set. arXiv:2404.07190 (2024). [PRS95] Pyber, L. and R""{o}dl, V. and Szemer\'{e}di, E., Dense subgraphs without 3-regular subgraphs. Journal of Combinatorial Theory, Series B (1995), 41-54.","open",3,1
2195,"EP-588","Erdős Problem #588","Let $f_k(n)$ be minimal such that if $n$ points in $\mathbb{R}^2$ have no $k+1$ points on a line then there must be at most $f_k(n)$ many lines containing at least $k$ points. Is it true that $ f_k(n)=o(n^2) $ for $k\geq 4$?","A generalisation of [101] (which asks about $k=4$). The restriction to $k\geq 4$ is necessary since Sylvester has shown that $f_3(n)= n^2/6+O(n)$. (See also Burr, Gr""{u}nbaum, and Sloane \cite{BGS74} and F""{u}redi and Pal\'{a}sti \cite{FuPa84} for constructions which show that $f_3(n)\geq(1/6+o(1))n^2$.) For $k\geq 4$, K\'{a}rteszi \cite{Ka63} proved $ f_k(n)\gg_k n\log n $ (resolving a conjecture of Erdos that $f_k(n)/n\to \infty$). Gr""{u}nbaum \cite{Gr76} proved $ f_k(n) \gg_k n^{1+\frac{1}{k-2}}. $ Erdos speculated this may be the correct order of magnitude, but Solymosi and Stojakovi\'{c} \cite{SoSt13} give a construction which shows $ f_k(n)\gg_k n^{2-O_k(1/\sqrt{\log n})} $ References [BGS74] Burr, Stefan A. and Gr""{u}nbaum, Branko and Sloane, N. J. A., The orchard problem. Geometriae Dedicata (1974), 397-424. [FuPa84] F""{u}redi, Z. and Pal\'{a}sti, I., Arrangements of lines with a large number of triangles. Proc. Amer. Math. Soc. (1984), 561-566. [Gr76] Gr""{u}nbaum, Branko, New views on some old questions of combinatorial geometry. Colloquio Internazionale sulle Teorie Combinatorie (Roma, 1973), Tomo I (1976), 451-468. [Ka63] F. K\'{a}rteszi, Sylvester egy t\'{e}tel\'{e}r\H{o}l \'{e}s Erdos egy sejt\'{e}s\'{e}r\H{o}l. Matematikai Lapok (1963), 3-10. [SoSt13] Solymosi, J\'{o}zsef and Stojakovi\'C, Milo\vS, Many collinear {$k$}-tuples with no {$k+1$} collinear points. Discrete Comput. Geom. (2013), 811-820.","open",2,1
2196,"EP-589","Erdős Problem #589","Let $g(n)$ be maximal such that in any set of $n$ points in $\mathbb{R}^2$ with no four points on a line there exists a subset on $g(n)$ points with no three points on a line. Estimate $g(n)$.","The trivial greedy algorithm gives $g(n)\gg n^{1/2}$. A similar question can be asked for a set with no $k$ points on a line, searching for a subset with no $l$ points on a line, for any $3\leq l<k$. Erdos thought that $g(n) \gg n$, but in fact $g(n)=o(n)$, which follows from the density Hales-Jewett theorem proved by Furstenberg and Katznelson \cite{FuKa91} (see [185]). F""{u}eredi \cite{Fu91b} proved $ n^{1/2}\log n\ll g(n)=o(n). $ Balogh and Solymosi \cite{BaSo18} improved the upper bound to $ g(n) \ll n^{5/6+o(1)}. $ References [BaSo18] Balogh, J\'{o}zsef and Solymosi, J\'{o}zsef, On the number of points in general position in the plane. Discrete Anal. (2018), Paper No. 16, 20. [Fu91b] F""{u}redi, Zolt\'an, Maximal independent subsets in {S}teiner systems and in planar sets. SIAM J. Discrete Math. (1991), 196--199. [FuKa91] Furstenberg, H. and Katznelson, Y., A density version of the Hales-Jewett Theorem. Journal d'Analyse Math\'{e}matique (1991), 64-119.","open",3,1
2197,"EP-591","Erdős Problem #591","Let $\alpha$ be the infinite ordinal $\omega^{\omega^2}$. Is it true that in any red/blue colouring of the edges of $K_\alpha$ there is either a red $K_\alpha$ or a blue $K_3$?","For comparison, Specker \cite{Sp57} proved this property holds when $\alpha=\omega^2$ and false when $\alpha=\omega^n$ for $3\leq n<\omega$. Chang proved this property holds when $\alpha=\omega^\omega$ (see [590]). This is true and was proved independently by Schipperus \cite{Sc10} and Darby. See also [118], and [592] for the general case. References [Sc10] Schipperus, Rene, Countable partition ordinals. Ann. Pure Appl. Logic (2010), 1195-1215. [Sp57] Specker, Ernst, Teilmengen von Mengen mit Relationen. Comment. Math. Helv. (1957), 302-314.","open",1,1
2198,"EP-592","Erdős Problem #592","Determine which countable ordinals $\beta$ have the property that, if $\alpha=\omega^{^\beta}$, then in any red/blue colouring of the edges of $K_\alpha$ there is either a red $K_\alpha$ or a blue $K_3$.","Such $\alpha$ are called partition ordinals. {UL} {LI}Specker \cite{Sp57} proved this holds for $\beta=2$ and not for $3\leq \beta <\omega$.{/LI} {LI} Chang \cite{Ch72} proved this holds for $\beta=\omega$.{/LI} {LI} Galvin and Larson \cite{GaLa74} have shown that if $\beta\geq 3$ has this property then $\beta$ must be 'additively indecomposable', so that in particular $\beta=\omega^\gamma$ for some countable ordinal $\gamma$. Galvin and Larson conjecture that every $\beta\geq 3$ of this form has this property.{/LI} {LI}Schipperus \cite{Sc10} have proved this is holds if $\beta=\omega^\gamma$ in which $\gamma$ is a countable ordinal which is the sum of one or two indecomposable ordinals, and this fails to hold if $\gamma$ is the sum of four or more indecomposable ordinals.{/LI} {/UL} The remaining open case appears to be when $\gamma$ is the sum of three indecomposable ordinals. The case $\beta=\omega$ is the subject of [590], and $\beta=\omega^2$ is the subject of [591]. See also [118]. References [Ch72] Chang, C. C., A partition theorem for the complete graph on {$\omega\sp{\omega }$}. J. Combinatorial Theory Ser. A (1972), 396-452. [GaLa74] Galvin, Fred and Larson, Jean, Pinning countable ordinals. Fund. Math. (1974/75), 357-361. [Sc10] Schipperus, Rene, Countable partition ordinals. Ann. Pure Appl. Logic (2010), 1195-1215. [Sp57] Specker, Ernst, Teilmengen von Mengen mit Relationen. Comment. Math. Helv. (1957), 302-314.","open",1,1
2199,"EP-593","Erdős Problem #593","Characterize those finite 3-uniform hypergraphs which appear in every 3-uniform hypergraph of chromatic number $>\aleph_0$.","Similar problems were investigated by Erdos, Galvin, and Hajnal \cite{EGH75}. Erdos claims that for graphs the problem is completely solved: a graph of chromatic number $\geq \aleph_1$ must contain all finite bipartite graphs but need not contain any fixed odd cycle. References [EGH75] Erdos, P. and Galvin, F. and Hajnal, A., On set-systems having large chromatic number and not containing prescribed subsystems. (1975), 425--513.","open",3,1
2200,"EP-595","Erdős Problem #595","Is there an infinite graph $G$ which contains no $K_4$ and is not the union of countably many triangle-free graphs?","A problem of Erdos and Hajnal. Folkman \cite{Fo70} and Ne\v{s}et\v{r}il and R""{o}dl \cite{NeRo75} have proved that for every $n\geq 1$ there is a graph $G$ which contains no $K_4$ and is not the union of $n$ triangle-free graphs. See also [582] and [596]. References [Fo70] Folkman, Jon, Graphs with monochromatic complete subgraphs in every edge coloring. SIAM J. Appl. Math. (1970), 19-24. [NeRo75] Ne\u set\u ril, Jaroslav and R""odl, Vojt\v ech, Type theory of partition properties of graphs. (1975), 405-412.","open",1,1
2201,"EP-596","Erdős Problem #596","For which graphs $G_1,G_2$ is it true that {UL} {LI} for every $n\geq 1$ there is a graph $H$ without a $G_1$ but if the edges of $H$ are $n$-coloured then there is a monochromatic copy of $G_2$, and yet{/LI} {LI} for every graph $H$ without a $G_1$ there is an $\aleph_0$-colouring of the edges of $H$ without a monochromatic $G_2$. {/UL}","Erdos and Hajnal originally conjectured that there are no such $G_1,G_2$, but in fact $G_1=C_4$ and $G_2=C_6$ is an example. Indeed, for this pair Ne\v{s}et\v{r}il and R""{o}dl established the first property and Erdos and Hajnal the second (in fact every $C_4$-free graph is a countable union of trees). Whether this is true for $G_1=K_4$ and $G_2=K_3$ is the content of [595].","open",3,1
2202,"EP-597","Erdős Problem #597","Let $G$ be a graph on at most $\aleph_1$ vertices which contains no $K_4$ and no $K_{\aleph_0,\aleph_0}$ (the complete bipartite graph with $\aleph_0$ vertices in each class). Is it true that $ \omega_1^2 \to (\omega_1\omega, G)^2? $ What about finite $G$?","Erdos and Hajnal proved that $\omega_1^2 \to (\omega_1\omega,3)^2$. Erdos originally asked this with just the assumption that $G$ is $K_4$-free, but Baumgartner proved that $\omega_1^2 ot\to (\omega_1\omega, K_{\aleph_0,\aleph_0})^2$.","open",3,1
2203,"EP-598","Erdős Problem #598","Let $m$ be an infinite cardinal and $\kappa$ be the successor cardinal of $2^{\aleph_0}$. Can one colour the countable subsets of $m$ using $\kappa$ many colours so that every $X\subseteq m$ with $\lvert X\rvert=\kappa$ contains subsets of all possible colours? "", ""difficulty"": ""L1"" },{","","open",2,1
2204,"EP-600","Erdős Problem #600","Let $e(n,r)$ be minimal such that every graph on $n$ vertices with at least $e(n,r)$ edges, each edge contained in at least one triangle, must have an edge contained in at least $r$ triangles. Let $r\geq 2$. Is it true that $ e(n,r+1)-e(n,r)\to \infty $ as $n\to \infty$? Is it true that $ \frac{e(n,r+1)}{e(n,r)}\to 1 $ as $n\to \infty$?","Ruzsa and Szemer\'{e}di \cite{RuSz78} proved that $e(n,r)=o(n^2)$ for any fixed $r$. See also [80]. References [RuSz78] Ruzsa, I. Z. and Szemer\'{e}di, E., Triple systems with no six points carrying three triangles. Combinatorics (Proc. Fifth Hungarian Colloq., Keszthely, 1976), Vol. II (1978), 939-945.","open",3,1
2205,"EP-601","Erdős Problem #601","For which limit ordinals $\alpha$ is it true that if $G$ is a graph with vertex set $\alpha$ then $G$ must have either an infinite path or independent set on a set of vertices with order type $\alpha$?","A problem of Erdos, Hajnal, and Milner \cite{EHM70}, who proved this is true for $\alpha < \omega_1^{\omega+2}$. In \cite{Er82e} Erdos offers \$250 for showing what happens when $\alpha=\omega_1^{\omega+2}$ and \$500 for settling the general case. Larson \cite{La90} proved this is true for all $\alpha<2^{\aleph_0}$ assuming Martin's axiom. References [EHM70] Erdos, P. and Hajnal, A. and Milner, E. C., Set mappings and polarized partition relations. Combinatorial theory and its applications, I-III (Proc. Colloq., Balatonf""{u}red, 1969) (1970), 327-363. [Er82e] Erdos, Paul, Some of my favourite problems which recently have been solved. (1982), 59--79. [La90] Larson, Jean A., Martin's axiom and ordinal graphs: large independent sets or infinite paths. Ann. Pure Appl. Logic (1990), 31-39.","open",1,1
2206,"EP-602","Erdős Problem #602","Let $(A_i)$ be a family of sets with $\lvert A_i\rvert=\aleph_0$ for all $i$, such that for any $i eq j$ we have $\lvert A_i\cap A_j\rvert$ finite and $ eq 1$. Is there a $2$-colouring of $\cup A_i$ such that no $A_i$ is monochromatic?","A problem of Komj\'{a}th. The existence of such a $2$-colouring is sometimes known as Property B.","open",3,1
2207,"EP-603","Erdős Problem #603","Let $(A_i)$ be a family of countably infinite sets such that $\lvert A_i\cap A_j\rvert eq 2$ for all $i eq j$. Find the smallest cardinal $C$ such that $\cup A_i$ can always be coloured with at most $C$ colours so that no $A_i$ is monochromatic.","A problem of Komj\'{a}th. If instead we have $\lvert A_i\cap A_j\rvert eq 1$ then Komj\'{a}th showed that this is possible with at most $\aleph_0$ colours.","open",3,1
2208,"EP-604","Erdős Problem #604","Given $n$ distinct points $A\subset\mathbb{R}^2$ must there be a point $x\in A$ such that $ \#\{ d(x,y) : y \in A\} \gg n^{1-o(1)}? $ Or even $\gg n/\sqrt{\log n}$?","The pinned distance problem, a stronger form of [89]. The example of an integer grid show that $n/\sqrt{\log n}$ would be best possible. It may be true that there are $\gg n$ many such points, or that this is true on average - for example, if $d(x)$ counts the number of distinct distances from $x$ then in \cite{Er75f} Erdos conjectured $ \sum_{x\in A}d(x) \gg \frac{n^2}{\sqrt{\log n}}, $ where $A\subset \mathbb{R}^2$ is any set of $n$ points. In \cite{Er97e} Erdos offers \$500 for a solution to this problem, but it is unclear whether he intended this for proving the existence of a single such point or for $\gg n$ many such points. In \cite{Er97e} Erdos wrote that he initially 'overconjectured' and thought that the answer to this problem is the same as for the number of distinct distances between all pairs (see [89]), but this was disproved by Harborth. It could be true that the answers are the same up to an additive factor of $n^{o(1)}$. The best known bound is $ \gg n^{c-o(1)}, $ due to Katz and Tardos \cite{KaTa04}, where $ c=\frac{48-14e}{55-16e}=0.864137\cdots. $ References [Er75f] Erdos, Paul, On some problems of elementary and combinatorial geometry. Ann. Mat. Pura Appl. (4) (1975), 99-108. [Er97e] Erdos, Paul, Some of my favourite unsolved problems. Math. Japon. (1997), 527-537. [KaTa04] Katz, Nets Hawk and Tardos, G\'{a}bor, A new entropy inequality for the Erdos distance problem. Towards a theory of geometric graphs (2004), 119-126.","open",1,1
2209,"EP-609","Erdős Problem #609","Let $f(n)$ be the minimal $m$ such that if the edges of $K_{2^n+1}$ are coloured with $n$ colours then there must be a monochromatic odd cycle of length at most $m$. Estimate $f(n)$.","A problem of Erdos and Graham. The edges of $K_{2^n}$ can be $n$-coloured to avoid odd cycles of any length. It can be shown that $C_5$ and $C_7$ can be avoided for large $n$. Chung \cite{Ch97} asked whether $f(n)\to \infty$ as $n\to \infty$. Day and Johnson \cite{DaJo17} proved this is true, and that $ f(n)\geq 2^{c\sqrt{\log n}} $ for some constant $c>0$. The trivial upper bound is $2^n$. Gir\~{a}o and Hunter \cite{GiHu24} have proved that $ f(n) \ll \frac{2^n}{n^{1-o(1)}}. $ Janzer and Yip \cite{JaYi25} have improved this to $ f(n) \ll n^{3/2}2^{n/2}. $ See also the entry in the graphs problem collection. References [Ch97] Chung, F. R. K., Open problems of {P}aul Erdos in graph theory. J. Graph Theory (1997), 3--36. [DaJo17] Day, A. Nicholas and Johnson, J. Robert, Multicolour Ramsey numbers of odd cycles. J. Combin. Theory Ser. B (2017), 56-63. [GiHu24] A. Gir\~Ao and Z. Hunter, Monochromatic odd cycles in edge-coloured complete graphs. arXiv:2412.07708 (2024). [JaYi25] O. Janzer and F. Yip, Short monochromatic odd cycles. arXiv:2506.14910 (2025).","open",3,1
2210,"EP-610","Erdős Problem #610","For a graph $G$ let $\tau(G)$ denote the minimal number of vertices that include at least one from each maximal clique of $G$ (sometimes called the clique transversal number). Estimate $\tau(G)$. In particular, is it true that if $G$ has $n$ vertices then $ \tau(G) \leq n-\omega(n)\sqrt{n} $ for some $\omega(n)\to \infty$, or even $ \tau(G) \leq n-c\sqrt{n\log n} $ for some absolute constant $c>0$?","A problem of Erdos, Gallai, and Tuza \cite{EGT92}, who proved that $ \tau(G) \leq n-\sqrt{2n}+O(1). $ This would be best possible, since there exist triangle-free graphs with all independent sets of size $O(\sqrt{n\log n})$, which follows from the lower bound for $R(3,k)$ by Kim \cite{Ki95} (see [165]). Indeed, Erdos, Gallai, and Tuza speculate that if $f(n)$ is the largest $k$ such that every triangle-free graph on $n$ vertices contains an independent set on $f(n)$ vertices, then $\tau(G)\leq n-f(n)$. A positive answer to this problem would follow from a positive answer to [151] (since Ajtai, Koml\'{o}s, and Szemer\'{e}di \cite{AKS80} have proved that the $H(n)$ defined there satisfies $H(n)\gg \sqrt{n\log n}$). See also [151], [611], this entry and and this entry in the graphs problem collection. References [AKS80] Ajtai, Mikl\'{o}s and Koml\'{o}s, J\'{a}nos and Szemer\'{e}di, Endre, A note on Ramsey numbers. J. Combin. Theory Ser. A (1980), 354-360. [EGT92] Erdos, Paul and Gallai, Tibor and Tuza, Zsolt, Covering the cliques of a graph with vertices. Discrete Math. (1992), 279-289. [Ki95] Kim, J. H., The Ramsey number $R(3,t)$ has order of magnitude $t^2/\log t$. Random Structures and Algorithms (1995), 173-207.","open",3,1
2211,"EP-611","Erdős Problem #611","For a graph $G$ let $\tau(G)$ denote the minimal number of vertices that include at least one from each maximal clique of $G$ (sometimes called the clique transversal number). Is it true that if all maximal cliques in $G$ have at least $cn$ vertices then $\tau(G)=o_c(n)$? Similarly, estimate for $c>0$ the minimal $k_c(n)$ such that if every maximal clique in $G$ has at least $k_c(n)$ vertices then $\tau(G)<(1-c)n$.","A problem of Erdos, Gallai, and Tuza \cite{EGT92}, who proved for the latter question that $k_c(n) \geq n^{c'/\log\log n}$ for some $c'>0$, and that if every clique has size least $k$ then $\tau(G) \leq n-(kn)^{1/2}$. Bollob\'{a}s and Erdos proved that if every maximal clique has at least $n+3-2\sqrt{n}$ vertices then $\tau(G)=1$ (and this threshold is best possible). See also [610] and the entry in the graphs problem collection. References [EGT92] Erdos, Paul and Gallai, Tibor and Tuza, Zsolt, Covering the cliques of a graph with vertices. Discrete Math. (1992), 279-289.","open",3,1
2212,"EP-612","Erdős Problem #612","Let $G$ be a connected graph with $n$ vertices, minimum degree $d$, and diameter $D$. Show if that $G$ contains no $K_{2r}$ and $(r-1)(3r+2)\mid d$ then $ D\leq \frac{2(r-1)(3r+2)}{2r^2-1}\frac{n}{d}+O(1), $ and if $G$ contains no $K_{2r+1}$ and $3r-1 \mid d$ then $ D\leq \frac{3r-1}{r}\frac{n}{d}+O(1). $","A problem of Erdos, Pach, Pollack, and Tuza \cite{EPPT89}, who gave constructions showing that the above bounds would be sharp, and proved the case $2r+1=3$. It is known (see \cite{EPPT89} for example) that any connected graph on $n$ vertices with minimum degree $d$ has diameter $ D\leq 3\frac{n}{d+1}+O(1). $ This was disproven for the case of $K_{2r}$-free graphs with $r\geq 2$ by Czabarka, Singgih, and Sz\'{e}kely \cite{CSS21}, who constructed arbitrarily large connected graphs on $n$ vertices which contain no $K_{2r}$ and have minimum degree $d$, and diameter $ \frac{6r-5}{(2r-1)d+2r-3}n+O(1), $ which contradicts the above conjecture for each fixed $r$ as $d\to \infty$. They suggest the amended conjecture, which no longer divides into two cases, that if $G$ is a connected graph on $n$ vertices with minimum degree $d$ which contains no $K_{k+1}$ then the diameter of $G$ is at most $ (3-\tfrac{2}{k})\frac{n}{d}+O(1). $ This bound is known under the weaker assumption that $G$ is $k$-colourable when $k=3$ and $k=4$, shown by Czabarka, Dankelmann, and Sz\'{e}kely \cite{CDS09} and Czabarka, Smith, and Sz\'{e}kely \cite{CSS23}. Cambie and Jooken \cite{CaJo25} have given an example that shows the diameter for $K_4$-free graphs with minimum degree $16$ is at least $\frac{31}{216}n+O(1)$, giving another counterexample to the original conjecture. See also the entry in the graphs problem collection. References [CDS09] Czabarka, \'{e}. and Dankelmann, P. and Sz\'{e}kely, L. A., Diameter of 4-colourable graphs. European J. Combin. (2009), 1082--1089. [CSS21] Czabarka, \'{e}va and Singgih, Inne and Sz\'{e}kely, L\'aszl\'{o}{} A., Counterexamples to a conjecture of {E}rd\H{o}s, {P}ach, {P}ollack and {T}uza. J. Combin. Theory Ser. B (2021), 38--45. [CSS23] Czabarka, \'{e}va and Smith, Stephen J. and Sz\'{e}kely, L\'aszl\'{o}, Maximum diameter of 3- and 4-colorable graphs. J. Graph Theory (2023), 262--270. [CaJo25] S. Cambie and J. Jooken, Sharp results for the Erdos, Pach, Pollack and Tuza problem. arXiv:2502.08626 (2025). [EPPT89] No reference found.","open",3,1
2213,"EP-614","Erdős Problem #614","Let $f(n,k)$ be minimal such that there is a graph with $n$ vertices and $f(n,k)$ edges where every set of $k+2$ vertices induces a subgraph with maximum degree at least $k$. Determine $f(n,k)$. "", ""difficulty"": ""L1"" },{","","open",3,1
2214,"EP-616","Erdős Problem #616","Let $r\geq 3$. For an $r$-uniform hypergraph $G$ let $\tau(G)$ denote the covering number (or transversal number), the minimum size of a set of vertices which includes at least one from each edge in $G$. Determine the best possible $t$ such that, if $G$ is an $r$-uniform hypergraph $G$ where every subgraph $G'$ on at most $3r-3$ vertices has $\tau(G')\leq 1$, we have $\tau(G)\leq t$.","Erdos, Hajnal, and Tuza \cite{EHT91} proved that this $t$ satisfies $ \frac{3}{16}r+\frac{7}{8}\leq t \leq \frac{1}{5}r. $ References [EHT91] Erdos, Paul and Hajnal, Andr\'{a}s and Tuza, Zsolt, Local constraints ensuring small representing sets. J. Combin. Theory Ser. A (1991), 78-84.","open",3,1
2215,"EP-619","Erdős Problem #619","For a triangle-free graph $G$ let $h_r(G)$ be the smallest number of edges that need to be added to $G$ so that it has diameter $r$ (while preserving the property of being triangle-free). Is it true that there exists a constant $c>0$ such that if $G$ is a connected graph on $n$ vertices then $h_4(G)<(1-c)n$?","A problem of Erdos, Gy\'{a}rf\'{a}s, and Ruszink\'{o} \cite{EGR98} who proved that $h_3(G)\leq n$ and $h_5(G) \leq \frac{n-1}{2}$ and there exist connected graphs $G$ on $n$ vertices with $h_3(G)\geq n-c$ for some constant $c>0$. If we omit the condition that the graph must remain triangle-free then Alon, Gy\'{a}rf\'{a}s, and Ruszink\'{o} \cite{AGR00} have proved that adding $n/2$ edges always suffices to obtain diameter at most $4$. See also [134] and [618]. References [AGR00] Alon, Noga and Gy\'{a}rf\'{a}s, Andr\'{a}s and Ruszink\'{o}, Mikl\'{o}s, Decreasing the diameter of bounded degree graphs. J. Graph Theory (2000), 161--172. [EGR98] Erdos, Paul and Gy\'{a}rf\'{a}s, Andr\'{a}s and Ruszink\'{o}, Mikl\'{o}s, How to decrease the diameter of triangle-free graphs. Combinatorica (1998), 493-501.","open",3,1
2216,"EP-620","Erdős Problem #620","If $G$ is a graph on $n$ vertices without a $K_4$ then how large a triangle-free induced subgraph must $G$ contain?","This was first asked by Erdos and Rogers \cite{ErRo62}, and is generally known as the Erdos-Rogers problem. Let $f(n)$ be such that every such graph contains a triangle-free subgraph with at least $f(n)$ vertices. It is now known that $f(n)=n^{1/2+o(1)}$. Bollob\'{a}s and Hind \cite{BoHi91} proved $ n^{1/2} \ll f(n) \ll n^{7/10+o(1)}. $ Krivelevich \cite{Kr94} improved this to $ n^{1/2}(\log\log n)^{1/2} \ll f(n) \ll n^{2/3}(\log n)^{1/3}. $ Wolfovitz \cite{Wo13} proved $ f(n) \ll n^{1/2}(\log n)^{120}. $ The best bounds currently known are $ n^{1/2}\frac{(\log n)^{1/2}}{\log\log n}\ll f(n) \ll n^{1/2}\log n. $ The lower bound follows from results of Shearer \cite{Sh95}, and the upper bound was proved by Mubayi and Verstraete \cite{MuVe24}. References [BoHi91] Bollob\'{a}s, B. and Hind, H. R., Graphs without large triangle free subgraphs. Discrete Math. (1991), 119-131. [ErRo62] Erdos, P. and Rogers, C. A., The construction of certain graphs. Canadian J. Math. (1962), 702-707. [Kr94] Krivelevich, Michael, {$K^s$}-free graphs without large {$K^r$}-free subgraphs. Combin. Probab. Comput. (1994), 349-354. [MuVe24] D. Mubayi and J. Verstraete, On the order of Erdos-Rogers functions. arXiv:2401.02548 (2024). [Sh95] Shearer, James B., On the independence number of sparse graphs. Random Structures Algorithms (1995), 269--271. [Wo13] Wolfovitz, Guy, {$K_4$}-free graphs without large induced triangle-free subgraphs. Combinatorica (2013), 623-631.","open",3,1
